prefixed_root,unprefixed_root,hom,prefixed_root_IAST,unprefixed_root_IAST
SUlAkf,kf,,śūlākṛ,kṛ
SeKarIkf,kf,,śekharīkṛ,kṛ
SeKarIBU,BU,,śekharībhū,bhū
SezIBU,BU,,śeṣībhū,bhū
SoRIkf,kf,,śoṇīkṛ,kṛ
SyAmalIkf,kf,,śyāmalīkṛ,kṛ
SyAmIkf,kf,,śyāmīkṛ,kṛ
SyAmIBU,BU,,śyāmībhū,bhū
SyetIkf,kf,,śyetīkṛ,kṛ
Sratkf,kf,,śratkṛ,kṛ
SradDA,DA,,śraddhā,dhā
SrotriyasAtkf,kf,,śrotriyasātkṛ,kṛ
SlakzRIkf,kf,,ślakṣṇīkṛ,kṛ
SlaTIkf,kf,,ślathīkṛ,kṛ
saMkaT,kaT,,saṃkath,kath
saMkamp,kamp,,saṃkamp,kamp
saMkarIkf,kf,,saṃkarīkṛ,kṛ
saMkal,kal,2,saṃkal,kal
saMkal,kal,3,saṃkal,kal
saMkAS,kAS,,saṃkāś,kāś
saMkIrt,kIrt,,saṃkīrt,kīrt
saMkuc,kuc,,saṃkuc,kuc
saMkuYc,kuYc,,saṃkuñc,kuñc
saMkup,kup,1,saṃkup,kup
saMkf,kf,1,saṃkṛ,kṛ
saMkfz,kfz,,saṃkṛṣ,kṛṣ
saMkF,kF,,saṃkṝ,kṝ
saMkFt,kIrt,,saṃkṝt,kīrt
saMkxp,kxp,,saṃkḷp,kḷp
saMketIkf,kf,,saṃketīkṛ,kṛ
saMkram,kram,,saṃkram,kram
saMkramIkf,kf,,saṃkramīkṛ,kṛ
saMkrI,krI,,saṃkrī,krī
saMkrIq,krIq,,saṃkrīḍ,krīḍ
saMkruD,kruD,,saṃkrudh,krudh
saMkruS,kruS,,saṃkruś,kruś
saMkliS,kliS,,saṃkliś,kliś
saMkzap,kzap,1,saṃkṣap,kṣap
saMkzar,kzar,,saṃkṣar,kṣar
saMkzi,kzi,2,saṃkṣi,kṣi
saMkzi,kzi,4,saṃkṣi,kṣi
saMkzip,kzip,,saṃkṣip,kṣip
saMkzud,kzud,,saṃkṣud,kṣud
saMkzRu,kzRu,,saṃkṣṇu,kṣṇu
saMKAd,KAd,,saṃkhād,khād
saMKid,Kid,,saṃkhid,khid
saMKyA,KyA,,saṃkhyā,khyā
saMgam,gam,,saṃgam,gam
saMgarj,garj,,saṃgarj,garj
saMgA,gA,,saṃgā,gā
saMgAh,gAh,,saṃgāh,gāh
saMgfBAya,grah,,saṃgṛbhāya,grah
saMgF,gF,1,saṃgṝ,gṝ
saMgF,gF,2,saṃgṝ,gṝ
saMgE,gE,,saṃgai,gai
saMgraB,grah,,saṃgrabh,grah
saMgraB,graB,,saṃgrabh,grabh
saMgras,gras,,saṃgras,gras
saMgrah,grah,,saṃgrah,grah
saMgrAm,grAm,,saṃgrām,grām
saMGaw,Gaw,,saṃghaṭ,ghaṭ
saMGaww,Gaww,,saṃghaṭṭ,ghaṭṭ
saMGIBU,BU,,saṃghībhū,bhū
saMGfz,Gfz,,saṃghṛṣ,ghṛṣ
saMcakz,cakz,,saṃcakṣ,cakṣ
saMcar,car,,saṃcar,car
saMcal,cal,,saṃcal,cal
saMci,ci,1,saṃci,ci
saMcit,cit,4,saṃcit,cit
saMcint,cint,,saṃcint,cint
saMcUrR,cUrR,,saṃcūrṇ,cūrṇ
saMcft,cft,,saṃcṛt,cṛt
saMcezw,cezw,,saṃceṣṭ,ceṣṭ
saMCid,Cid,,saṃchid,chid
saMjan,jan,,saṃjan,jan
saMjap,jap,,saṃjap,jap
saMjalp,jalp,,saṃjalp,jalp
saMji,ji,,saṃji,ji
saMjIv,jIv,,saṃjīv,jīv
saMjUrv,jUrv,,saṃjūrv,jūrv
saMjfmB,jfmB,,saṃjṛmbh,jṛmbh
saMjF,jF,1,saṃjṝ,jṝ
saMjF,jF,2,saṃjṝ,jṝ
saMjYA,jYA,,saṃjñā,jñā
saMjYopasarjanIBU,BU,,saṃjñopasarjanībhū,bhū
saMjvar,jvar,,saṃjvar,jvar
saMjval,jval,,saṃjval,jval
saMtakz,takz,,saṃtakṣ,takṣ
saMtaq,taq,,saṃtaḍ,taḍ
saMtan,tan,,saṃtan,tan
saMtap,tap,,saṃtap,tap
saMtam,tam,,saṃtam,tam
saMtark,tark,,saṃtark,tark
saMtud,tud,,saṃtud,tud
saMtul,tul,,saṃtul,tul
saMtuz,tuz,,saṃtuṣ,tuṣ
saMtfd,tfd,,saṃtṛd,tṛd
saMtfp,tfp,,saṃtṛp,tṛp
saMtF,tF,,saṃtṝ,tṝ
saMtyaj,tyaj,,saṃtyaj,tyaj
saMtras,tras,,saṃtras,tras
saMtvar,tvar,,saṃtvar,tvar
saMdaMS,daMS,,saṃdaṃś,daṃś
saMdas,das,,saṃdas,das
saMdah,dah,,saṃdah,dah
saMdA,dA,,saṃdā,dā
saMdA,dA,,saṃdā,dā
saMdA,dA,,saṃdā,dā
saMdiS,diS,,saṃdiś,diś
saMdih,dih,,saṃdih,dih
saMdIp,dIp,,saṃdīp,dīp
saMduz,duz,,saṃduṣ,duṣ
saMduh,duh,,saṃduh,duh
saMdfS,dfS,,saṃdṛś,dṛś
saMdru,dru,,saṃdru,dru
saMDanv,Danv,,saṃdhanv,dhanv
saMDaya,DA,,saṃdhaya,dhā
saMDA,DA,,saṃdhā,dhā
saMDAv,DAv,,saṃdhāv,dhāv
saMDAv,DAv,2,saṃdhāv,dhāv
saMDukz,Dukz,,saṃdhukṣ,dhukṣ
saMDU,DU,,saṃdhū,dhū
saMDf,Df,,saṃdhṛ,dhṛ
saMDyE,DyE,,saṃdhyai,dhyai
saMnad,nad,,saṃnad,nad
saMnam,nam,,saṃnam,nam
saMnard,nard,,saṃnard,nard
saMnas,nas,,saṃnas,nas
saMnah,nah,,saṃnah,nah
saMnikzip,kzip,,saṃnikṣip,kṣip
saMnigam,gam,,saṃnigam,gam
saMnigrah,grah,,saṃnigrah,grah
saMniGfz,Gfz,,saṃnighṛṣ,ghṛṣ
saMniDA,DA,,saṃnidhā,dhā
saMnipat,pat,,saṃnipat,pat
saMnibuD,buD,,saṃnibudh,budh
saMnimajj,majj,,saṃnimajj,majj
saMnimantr,mantr,,saṃnimantr,mantr
saMnimIl,mIl,,saṃnimīl,mīl
saMniyam,yam,,saṃniyam,yam
saMniyuj,yuj,,saṃniyuj,yuj
saMniruD,ruD,,saṃnirudh,rudh
saMnirgam,gam,,saṃnirgam,gam
saMnirvap,vap,,saṃnirvap,vap
saMnilI,lI,,saṃnilī,lī
saMnivap,vap,,saṃnivap,vap
saMnivas,vas,,saṃnivas,vas
saMnivas,vas,,saṃnivas,vas
saMniviS,viS,,saṃniviś,viś
saMnivft,vft,,saṃnivṛt,vṛt
saMnizad,sad,,saṃniṣad,sad
saMnizic,sic,,saṃniṣic,sic
saMnihan,han,,saṃnihan,han
saMnI,nI,,saṃnī,nī
saMnu,nu,,saṃnu,nu
saMnu,nu,,saṃnu,nu
saMnud,nud,,saṃnud,nud
saMnft,nft,,saṃnṛt,nṛt
saMnyas,as,,saṃnyas,as
saMyaj,yaj,,saṃyaj,yaj
saMyat,yat,,saṃyat,yat
saMyam,yam,,saṃyam,yam
saMyas,yas,,saṃyas,yas
saMyA,yA,,saṃyā,yā
saMyAc,yAc,,saṃyāc,yāc
saMyu,yu,2,saṃyu,yu
saMyuj,yuj,,saṃyuj,yuj
saMyuD,yuD,,saṃyudh,yudh
saMrakz,rakz,,saṃrakṣ,rakṣ
saMraYj,raYj,,saṃrañj,rañj
saMraB,raB,,saṃrabh,rabh
saMram,ram,,saṃram,ram
saMrAj,rAj,,saṃrāj,rāj
saMrI,rI,,saṃrī,rī
saMru,ru,,saṃru,ru
saMruc,ruc,,saṃruc,ruc
saMruj,ruj,,saṃruj,ruj
saMruD,ruD,2,saṃrudh,rudh
saMruh,ruh,,saṃruh,ruh
saMrej,rej,,saṃrej,rej
saMlakz,lakz,,saṃlakṣ,lakṣ
saMlaNG,laNG,,saṃlaṅgh,laṅgh
saMlajj,lajj,,saṃlajj,lajj
saMlap,lap,,saṃlap,lap
saMlaB,laB,,saṃlabh,labh
saMliK,liK,,saṃlikh,likh
saMlih,lih,,saṃlih,lih
saMlI,lI,,saṃlī,lī
saMlup,lup,,saṃlup,lup
saMluB,luB,,saṃlubh,lubh
saMlok,lok,,saṃlok,lok
saMvaMh,baMh,,saṃvaṃh,baṃh
saMvac,vac,,saṃvac,vac
saMvaYc,vaYc,,saṃvañc,vañc
saMvad,vad,,saṃvad,vad
saMvand,vand,,saṃvand,vand
saMvap,vap,2,saṃvap,vap
saMvarR,varR,,saṃvarṇ,varṇ
saMvalg,valg,,saṃvalg,valg
saMvas,vas,4,saṃvas,vas
saMvas,vas,5,saṃvas,vas
saMvah,vah,,saṃvah,vah
saMvA,vA,2,saṃvā,vā
saMvAYC,vAYC,,saṃvāñch,vāñch
saMvicint,cint,,saṃvicint,cint
saMvij,vij,,saṃvij,vij
saMvijYA,jYA,,saṃvijñā,jñā
saMvitark,tark,,saṃvitark,tark
saMvid,vid,1,saṃvid,vid
saMvid,vid,2,saṃvid,vid
saMviDA,DA,,saṃvidhā,dhā
saMvip,vep,,saṃvip,vep
saMviBaj,Baj,,saṃvibhaj,bhaj
saMviBA,BA,,saṃvibhā,bhā
saMviBAgIkf,kf,,saṃvibhāgīkṛ,kṛ
saMvirAj,rAj,,saṃvirāj,rāj
saMvivfD,vfD,,saṃvivṛdh,vṛdh
saMviS,viS,,saṃviś,viś
saMvisfj,sfj,,saṃvisṛj,sṛj
saMvihas,has,,saṃvihas,has
saMvihf,hf,,saṃvihṛ,hṛ
saMvihval,hval,,saṃvihval,hval
saMvIkz,Ikz,,saṃvīkṣ,īkṣ
saMvf,vf,,saṃvṛ,vṛ
saMvf,vf,,saṃvṛ,vṛ
saMvfj,vfj,,saṃvṛj,vṛj
saMvft,vft,,saṃvṛt,vṛt
saMvfD,vfD,,saṃvṛdh,vṛdh
saMvfz,vfz,,saṃvṛṣ,vṛṣ
saMve,ve,,saṃve,ve
saMvep,vep,,saṃvep,vep
saMvezw,vezw,,saṃveṣṭ,veṣṭ
saMvyac,vyac,,saṃvyac,vyac
saMvyaT,vyaT,,saṃvyath,vyath
saMvyaD,vyaD,,saṃvyadh,vyadh
saMvye,vye,,saṃvye,vye
saMvraj,vraj,,saṃvraj,vraj
saMvraSc,vraSc,,saṃvraśc,vraśc
saMSaMs,SaMs,,saṃśaṃs,śaṃs
saMSak,Sak,,saṃśak,śak
saMSaNk,SaNk,,saṃśaṅk,śaṅk
saMSap,Sap,,saṃśap,śap
saMSam,Sam,1,saṃśam,śam
saMSAs,SAs,,saṃśās,śās
saMSiYj,SiYj,,saṃśiñj,śiñj
saMSI,SI,,saṃśī,śī
saMSuc,Suc,,saṃśuc,śuc
saMSuD,SuD,,saṃśudh,śudh
saMSuB,SuB,,saṃśubh,śubh
saMSuz,Suz,1,saṃśuṣ,śuṣ
saMSF,SF,,saṃśṝ,śṝ
saMSo,So,,saṃśo,śo
saMSyE,SyE,,saṃśyai,śyai
saMSri,Sri,,saṃśri,śri
saMSrI,SrI,,saṃśrī,śrī
saMSru,Sru,1,saṃśru,śru
saMSlAG,SlAG,,saṃślāgh,ślāgh
saMSliz,Sliz,,saṃśliṣ,śliṣ
saMSlok,Slok,,saṃślok,ślok
saMsaMyu,yu,2,saṃsaṃyu,yu
saMsac,sac,,saṃsac,sac
saMsaYj,saYj,,saṃsañj,sañj
saMsad,sad,,saṃsad,sad
saMsan,san,,saṃsan,san
saMsah,sah,,saṃsah,sah
saMsic,sic,,saṃsic,sic
saMsiD,siD,3,saṃsidh,sidh
saMsiv,siv,,saṃsiv,siv
saMsu,su,3,saṃsu,su
saMsU,sU,,saṃsū,sū
saMsUc,sUc,,saṃsūc,sūc
saMsf,sf,,saṃsṛ,sṛ
saMsfj,sfj,,saṃsṛj,sṛj
saMsfp,sfp,,saṃsṛp,sṛp
saMsev,sev,,saṃsev,sev
saMskand,skand,,saṃskand,skand
saMskf,kf,1,saṃskṛ,kṛ
saMstamB,stamB,,saṃstambh,stambh
saMstu,stu,1,saṃstu,stu
saMstf,stf,,saṃstṛ,stṛ
saMstF,stF,,saṃstṝ,stṝ
saMsTA,sTA,,saṃsthā,sthā
saMspand,spand,,saṃspand,spand
saMsparD,sparD,,saṃspardh,spardh
saMspfS,spfS,,saṃspṛś,spṛś
saMspfh,spfh,,saṃspṛh,spṛh
saMsPur,sPur,,saṃsphur,sphur
saMsmi,smi,,saṃsmi,smi
saMsmf,smf,,saṃsmṛ,smṛ
saMsyand,syand,,saṃsyand,syand
saMsru,sru,,saṃsru,sru
saMsvaYj,svaYj,,saṃsvañj,svañj
saMsvf,svf,,saṃsvṛ,svṛ
saMhan,han,,saṃhan,han
saMhA,hA,1,saṃhā,hā
saMhA,hA,2,saṃhā,hā
saMhi,hi,,saṃhi,hi
saMhu,hu,,saṃhu,hu
saMhf,hf,,saṃhṛ,hṛ
saMhfz,hfz,,saṃhṛṣ,hṛṣ
saMhrAd,hrAd,,saṃhrād,hrād
saMhve,hve,,saṃhve,hve
sakalIkf,kf,,sakalīkṛ,kṛ
sakalIviDA,DA,,sakalīvidhā,dhā
sajjIkf,kf,,sajjīkṛ,kṛ
sajjIBU,BU,,sajjībhū,bhū
sajyIkf,kf,,sajyīkṛ,kṛ
satkf,kf,,satkṛ,kṛ
sattrIBU,BU,,sattrībhū,bhū
satyAkf,kf,,satyākṛ,kṛ
sanATIkf,kf,,sanāthīkṛ,kṛ
sapattrAkf,kf,,sapattrākṛ,kṛ
sapiRqIkf,kf,,sapiṇḍīkṛ,kṛ
saPalIkf,kf,,saphalīkṛ,kṛ
saPalIBU,BU,,saphalībhū,bhū
samakakzA,tul,,samakakṣā,tul
samacCedIkf,kf,,samacchedīkṛ,kṛ
samaj,aj,,samaj,aj
samaYj,aYj,,samañj,añj
samat,at,,samat,at
samatikram,kram,,samatikram,kram
samatipraSaMs,SaMs,,samatipraśaṃs,śaṃs
samatiyA,yA,,samatiyā,yā
samativft,vft,,samativṛt,vṛt
samatI,i,,samatī,i
samad,ad,,samad,ad
samaDigam,gam,,samadhigam,gam
samaDiruh,ruh,,samadhiruh,ruh
samaDiSri,Sri,,samadhiśri,śri
samaDizWA,sTA,,samadhiṣṭhā,sthā
samaDisfp,sfp,,samadhisṛp,sṛp
samaDI,i,,samadhī,i
samaDyAs,As,,samadhyās,ās
saman,an,,saman,an
samanukamp,kamp,,samanukamp,kamp
samanugam,gam,,samanugam,gam
samanugE,gE,,samanugai,gai
samanugrah,grah,,samanugrah,grah
samanucint,cint,,samanucint,cint
samanujan,jan,,samanujan,jan
samanujYA,jYA,,samanujñā,jñā
samanudiS,diS,,samanudiś,diś
samanudru,dru,,samanudru,dru
samanuDAv,DAv,,samanudhāv,dhāv
samanuDyE,DyE,,samanudhyai,dhyai
samanupad,pad,,samanupad,pad
samanupaS,paS,,samanupaś,paś
samanupAl,pAl,,samanupāl,pāl
samanupraC,praC,,samanuprach,prach
samanuprAp,Ap,,samanuprāp,āp
samanuBU,BU,,samanubhū,bhū
samanuman,man,,samanuman,man
samanuyA,yA,,samanuyā,yā
samanuvas,vas,,samanuvas,vas
samanuvIkz,Ikz,,samanuvīkṣ,īkṣ
samanuvft,vft,,samanuvṛt,vṛt
samanuvraj,vraj,,samanuvraj,vraj
samanuSAs,SAs,,samanuśās,śās
samanuSuc,Suc,,samanuśuc,śuc
samanusfp,sfp,,samanusṛp,sṛp
samanusmf,smf,,samanusmṛ,smṛ
samanusvf,svf,,samanusvṛ,svṛ
samanvAraB,raB,,samanvārabh,rabh
samanvAruh,ruh,,samanvāruh,ruh
samanvi,i,,samanvi,i
samanviz,iz,,samanviṣ,iṣ
samanviz,iz,,samanviṣ,iṣ
samapacCid,Cid,,samapacchid,chid
samapaDyE,DyE,,samapadhyai,dhyai
samapAvf,vf,,samapāvṛ,vṛ
samapiruh,ruh,,samapiruh,ruh
samapoh,Uh,,samapoh,ūh
samaBigam,gam,,samabhigam,gam
samaBigarj,garj,,samabhigarj,garj
samaBiguh,guh,,samabhiguh,guh
samaBijan,jan,,samabhijan,jan
samaBitarj,tarj,,samabhitarj,tarj
samaBityaj,tyaj,,samabhityaj,tyaj
samaBidru,dru,,samabhidru,dru
samaBiDAv,DAv,,samabhidhāv,dhāv
samaBiDyE,DyE,,samabhidhyai,dhyai
samaBinand,nand,,samabhinand,nand
samaBipat,pat,,samabhipat,pat
samaBipad,pad,,samabhipad,pad
samaBipAl,pAl,,samabhipāl,pāl
samaBipIq,pIq,,samabhipīḍ,pīḍ
samaBipUj,pUj,,samabhipūj,pūj
samaBiprekz,Ikz,,samabhiprekṣ,īkṣ
samaBiplu,plu,,samabhiplu,plu
samaBiBAz,BAz,,samabhibhāṣ,bhāṣ
samaBiyA,yA,,samabhiyā,yā
samaBiyAc,yAc,,samabhiyāc,yāc
samaBiraYj,raYj,,samabhirañj,rañj
samaBiruh,ruh,,samabhiruh,ruh
samaBilaz,laz,,samabhilaṣ,laṣ
samaBivAYC,vAYC,,samabhivāñch,vāñch
samaBivIkz,Ikz,,samabhivīkṣ,īkṣ
samaBivft,vft,,samabhivṛt,vṛt
samaBivfD,vfD,,samabhivṛdh,vṛdh
samaBivfz,vfz,,samabhivṛṣ,vṛṣ
samaBivyAhf,hf,,samabhivyāhṛ,hṛ
samaBiSuB,SuB,,samabhiśubh,śubh
samaBizic,sic,,samabhiṣic,sic
samaBizwu,stu,,samabhiṣṭu,stu
samaBizWA,sTA,,samabhiṣṭhā,sthā
samaBizyand,syand,,samabhiṣyand,syand
samaBisaMDA,DA,,samabhisaṃdhā,dhā
samaBisf,sf,,samabhisṛ,sṛ
samaBihf,hf,,samabhihṛ,hṛ
samaBI,i,,samabhī,i
samaByatikram,kram,,samabhyatikram,kram
samaByarc,arc,,samabhyarc,arc
samaByarT,arT,,samabhyarth,arth
samaByavagA,gA,,samabhyavagā,gā
samaByave,i,,samabhyave,i
samaByas,as,,samabhyas,as
samaByAgam,gam,,samabhyāgam,gam
samaByAgA,gA,,samabhyāgā,gā
samaByAdA,dA,1,samabhyādā,dā
samaByAnI,nI,,samabhyānī,nī
samaByutTA,sTA,,samabhyutthā,sthā
samaByudDf,hf,,samabhyuddhṛ,hṛ
samaByupe,i,,samabhyupe,i
samaBye,i,,samabhye,i
samam,am,,samam,am
samayAkf,kf,,samayākṛ,kṛ
samayIkf,kf,,samayīkṛ,kṛ
samarc,arc,,samarc,arc
samarT,arT,,samarth,arth
samalaMkf,kf,,samalaṃkṛ,kṛ
samalIkf,kf,,samalīkṛ,kṛ
samav,av,,samav,av
samavakF,kF,,samavakṝ,kṝ
samavakzip,kzip,,samavakṣip,kṣip
samavagam,gam,,samavagam,gam
samavaguh,guh,,samavaguh,guh
samavacCad,Cad,,samavacchad,chad
samavadiS,diS,,samavadiś,diś
samavado,do,,samavado,do
samavadru,dru,,samavadru,dru
samavaDA,DA,,samavadhā,dhā
samavanI,nI,,samavanī,nī
samavapIq,pIq,,samavapīḍ,pīḍ
samavabuD,buD,,samavabudh,budh
samavamfS,mfS,,samavamṛś,mṛś
samavaruD,ruD,,samavarudh,rudh
samavalamb,lamb,,samavalamb,lamb
samavalI,lI,,samavalī,lī
samavalok,lok,,samavalok,lok
samavasf,sf,,samavasṛ,sṛ
samavasfj,sfj,,samavasṛj,sṛj
samavaso,so,,samavaso,so
samavAp,Ap,,samavāp,āp
samavArj,fj,,samavārj,ṛj
samave,i,,samave,i
samavekz,Ikz,,samavekṣ,īkṣ
samaveza,kf,,samaveṣa,kṛ
samaS,aS,,samaś,aś
samaS,aS,,samaś,aś
samas,as,,samas,as
samas,as,,samas,as
samAkarR,karR,,samākarṇ,karṇ
samAkANkz,kANkz,,samākāṅkṣ,kāṅkṣ
samAkf,kf,,samākṛ,kṛ
samAkfz,kfz,,samākṛṣ,kṛṣ
samAkF,kF,,samākṝ,kṝ
samAkrand,krand,,samākrand,krand
samAkram,kram,,samākram,kram
samAkrIq,krIq,,samākrīḍ,krīḍ
samAkzip,kzip,,samākṣip,kṣip
samAKyA,KyA,,samākhyā,khyā
samAgam,gam,,samāgam,gam
samAGrA,GrA,,samāghrā,ghrā
samAcakz,cakz,,samācakṣ,cakṣ
samAcar,car,,samācar,car
samAci,ci,1,samāci,ci
samAcCad,Cad,,samācchad,chad
samAcCid,Cid,,samācchid,chid
samAtan,tan,,samātan,tan
samAdA,dA,,samādā,dā
samAdiS,diS,,samādiś,diś
samAdru,dru,,samādru,dru
samADA,DA,,samādhā,dhā
samADAv,DAv,,samādhāv,dhāv
samADmA,DmA,,samādhmā,dhmā
samADyE,DyE,,samādhyai,dhyai
samAnI,nI,,samānī,nī
samAp,Ap,,samāp,āp
samApat,pat,,samāpat,pat
samApad,pad,,samāpad,pad
samApA,pA,,samāpā,pā
samApU,pU,,samāpū,pū
samApyE,pyE,,samāpyai,pyai
samAplu,plu,,samāplu,plu
samABA,BA,,samābhā,bhā
samABAz,BAz,,samābhāṣ,bhāṣ
samABuj,Buj,,samābhuj,bhuj
samABf,Bf,,samābhṛ,bhṛ
samAmantr,mantr,,samāmantr,mantr
samAmnA,mnA,,samāmnā,mnā
samAyam,yam,,samāyam,yam
samAyA,yA,,samāyā,yā
samAyu,yu,,samāyu,yu
samAyuj,yuj,,samāyuj,yuj
samAraB,raB,,samārabh,rabh
samArAD,rAD,,samārādh,rādh
samAruh,ruh,,samāruh,ruh
samAlap,lap,,samālap,lap
samAlaB,laB,,samālabh,labh
samAlamb,lamb,,samālamb,lamb
samAliK,liK,,samālikh,likh
samAliNg,liNg,,samāliṅg,liṅg
samAlip,lip,,samālip,lip
samAlok,lok,,samālok,lok
samAloc,loc,,samāloc,loc
samAvad,vad,,samāvad,vad
samAvap,vap,,samāvap,vap
samAvas,vas,5,samāvas,vas
samAvah,vah,,samāvah,vah
samAviS,viS,,samāviś,viś
samAvf,vf,,samāvṛ,vṛ
samAvfj,vfj,,samāvṛj,vṛj
samAvft,vft,,samāvṛt,vṛt
samAve,ve,,samāve,ve
samAvyaD,vyaD,,samāvyadh,vyadh
samAvraj,vraj,,samāvraj,vraj
samASaMs,SaMs,,samāśaṃs,śaṃs
samASri,Sri,,samāśri,śri
samASru,Sru,,samāśru,śru
samASliz,Sliz,,samāśliṣ,śliṣ
samASvas,Svas,,samāśvas,śvas
samAs,As,,samās,ās
samAsaYj,saYj,,samāsañj,sañj
samAsad,sad,,samāsad,sad
samAsic,sic,,samāsic,sic
samAsfj,sfj,,samāsṛj,sṛj
samAsev,sev,,samāsev,sev
samAskand,skand,,samāskand,skand
samAstf,stf,,samāstṛ,stṛ
samAsTA,sTA,,samāsthā,sthā
samAhan,han,,samāhan,han
samAhf,hf,,samāhṛ,hṛ
samAhve,hve,,samāhve,hve
sami,i,,sami,i
saminD,inD,,samindh,indh
saminv,inv,,saminv,inv
samIkf,kf,,samīkṛ,kṛ
samIkz,Ikz,,samīkṣ,īkṣ
samIj,Ij,,samīj,īj
samIpIkf,kf,,samīpīkṛ,kṛ
samIpIBU,BU,,samīpībhū,bhū
samIBU,BU,,samībhū,bhū
samIz,Iz,,samīṣ,īṣ
samIh,Ih,,samīh,īh
samukz,ukz,,samukṣ,ukṣ
samuc,uc,,samuc,uc
samuccar,car,,samuccar,car
samuccal,cal,,samuccal,cal
samucci,ci,,samucci,ci
samucCad,Cad,,samucchad,chad
samucCal,Sal,,samucchal,śal
samucCid,Cid,,samucchid,chid
samucCuz,Suz,,samucchuṣ,śuṣ
samucCri,Sri,,samucchri,śri
samucCvas,Svas,,samucchvas,śvas
samujjfmB,jfmB,,samujjṛmbh,jṛmbh
samujjval,jval,,samujjval,jval
samujJ,ujJ,,samujjh,ujjh
samutkfz,kfz,,samutkṛṣ,kṛṣ
samutkram,kram,,samutkram,kram
samutkzip,kzip,,samutkṣip,kṣip
samutKan,Kan,,samutkhan,khan
samuttF,tF,,samuttṝ,tṝ
samutTA,sTA,,samutthā,sthā
samutpaw,paw,,samutpaṭ,paṭ
samutpat,pat,,samutpat,pat
samutpad,pad,,samutpad,pad
samutplu,plu,,samutplu,plu
samutsah,sah,,samutsah,sah
samutsfj,sfj,,samutsṛj,sṛj
samutsfp,sfp,,samutsṛp,sṛp
samud,ud,,samud,ud
samudaYc,aYc,,samudañc,añc
samudAgam,gam,,samudāgam,gam
samudAcar,car,,samudācar,car
samudAvah,vah,,samudāvah,vah
samudAhf,hf,,samudāhṛ,hṛ
samudi,i,,samudi,i
samudIkz,Ikz,,samudīkṣ,īkṣ
samudIz,Iz,,samudīṣ,īṣ
samudgam,gam,,samudgam,gam
samudguYj,guYj,,samudguñj,guñj
samudgrah,grah,,samudgrah,grah
samudGfz,Gfz,,samudghṛṣ,ghṛṣ
samuddiS,diS,,samuddiś,diś
samuddyut,dyut,,samuddyut,dyut
samuddru,dru,,samuddru,dru
samudDA,hA,,samuddhā,hā
samudDU,DU,,samuddhū,dhū
samudDf,hf,,samuddhṛ,hṛ
samudDfz,hfz,,samuddhṛṣ,hṛṣ
samudbfh,bfh,,samudbṛh,bṛh
samudBU,BU,,samudbhū,bhū
samudyam,yam,,samudyam,yam
samudyA,yA,,samudyā,yā
samudvah,vah,,samudvah,vah
samudvij,vij,,samudvij,vij
samudvIkz,Ikz,,samudvīkṣ,īkṣ
samunnad,nad,,samunnad,nad
samunnam,nam,,samunnam,nam
samunnah,nah,,samunnah,nah
samunnI,nI,,samunnī,nī
samunmajj,majj,,samunmajj,majj
samunmiz,miz,,samunmiṣ,miṣ
samunmIl,mIl,,samunmīl,mīl
samunmUl,mUl,,samunmūl,mūl
samunmfj,mfj,,samunmṛj,mṛj
samupakfz,kfz,,samupakṛṣ,kṛṣ
samupakxp,kxp,,samupakḷp,kḷp
samupakram,kram,,samupakram,kram
samupagam,gam,,samupagam,gam
samupaguh,guh,,samupaguh,guh
samupaGrA,GrA,,samupaghrā,ghrā
samupaci,ci,,samupaci,ci
samupajan,jan,,samupajan,jan
samupajYA,jYA,,samupajñā,jñā
samupadiS,diS,,samupadiś,diś
samupadru,dru,,samupadru,dru
samupaDA,DA,,samupadhā,dhā
samupaDAv,DAv,,samupadhāv,dhāv
samupanI,nI,,samupanī,nī
samupanyas,as,,samupanyas,as
samupapad,pad,,samupapad,pad
samupaBuj,Buj,,samupabhuj,bhuj
samupayA,yA,,samupayā,yā
samupayuj,yuj,,samupayuj,yuj
samuparuj,ruj,,samuparuj,ruj
samuparuD,ruD,,samuparudh,rudh
samupalakz,lakz,,samupalakṣ,lakṣ
samupalaB,laB,,samupalabh,labh
samupavas,vas,,samupavas,vas
samupavah,vah,,samupavah,vah
samupaviS,viS,,samupaviś,viś
samupavft,vft,,samupavṛt,vṛt
samupaSam,Sam,,samupaśam,śam
samupaSru,Sru,,samupaśru,śru
samupasaMhf,hf,,samupasaṃhṛ,hṛ
samupasad,sad,,samupasad,sad
samupasf,sf,,samupasṛ,sṛ
samupasfp,sfp,,samupasṛp,sṛp
samupasev,sev,,samupasev,sev
samupasTA,sTA,,samupasthā,sthā
samupaspfS,spfS,,samupaspṛś,spṛś
samupahf,hf,,samupahṛ,hṛ
samupahve,hve,,samupahve,hve
samupAkf,kf,,samupākṛ,kṛ
samupAgam,gam,,samupāgam,gam
samupAcar,car,,samupācar,car
samupAdA,dA,,samupādā,dā
samupAnI,nI,,samupānī,nī
samupAyA,yA,,samupāyā,yā
samupAruh,ruh,,samupāruh,ruh
samupArj,arj,,samupārj,arj
samupAviS,viS,,samupāviś,viś
samupAS,aS,,samupāś,aś
samupAs,As,,samupās,ās
samupAsTA,sTA,,samupāsthā,sthā
samupAhf,hf,,samupāhṛ,hṛ
samupe,i,,samupe,i
