form,root,class,person,number,mode,voice,modification,form_IAST,root_IAST
apsarAyase,apsaras,denom,2,s,pres,atma,,apsarāyase,apsaras
apsarAyasva,apsaras,denom,2,s,impv,atma,,apsarāyasva,apsaras
apsarAyAmahe,apsaras,denom,1,p,pres,atma,,apsarāyāmahe,apsaras
apsarAyAmahE,apsaras,denom,1,p,impv,atma,,apsarāyāmahai,apsaras
apsarAyAvahe,apsaras,denom,1,d,pres,atma,,apsarāyāvahe,apsaras
apsarAyAvahE,apsaras,denom,1,d,impv,atma,,apsarāyāvahai,apsaras
apsarAyitA,apsaras,,3,s,pfut,para,,apsarāyitā,apsaras
apsarAyitAras,apsaras,,3,p,pfut,para,,apsarāyitāras,apsaras
apsarAyitArO,apsaras,,3,d,pfut,para,,apsarāyitārau,apsaras
apsarAyitAsi,apsaras,,2,s,pfut,para,,apsarāyitāsi,apsaras
apsarAyitAsTa,apsaras,,2,p,pfut,para,,apsarāyitāstha,apsaras
apsarAyitAsTas,apsaras,,2,d,pfut,para,,apsarāyitāsthas,apsaras
apsarAyitAsmas,apsaras,,1,p,pfut,para,,apsarāyitāsmas,apsaras
apsarAyitAsmi,apsaras,,1,s,pfut,para,,apsarāyitāsmi,apsaras
apsarAyitAsvas,apsaras,,1,d,pfut,para,,apsarāyitāsvas,apsaras
apsarAyizyatas,apsaras,,3,d,sfut,para,,apsarāyiṣyatas,apsaras
apsarAyizyati,apsaras,,3,s,sfut,para,,apsarāyiṣyati,apsaras
apsarAyizyate,apsaras,,3,s,sfut,atma,,apsarāyiṣyate,apsaras
apsarAyizyaTa,apsaras,,2,p,sfut,para,,apsarāyiṣyatha,apsaras
apsarAyizyaTas,apsaras,,2,d,sfut,para,,apsarāyiṣyathas,apsaras
apsarAyizyaDve,apsaras,,2,p,sfut,atma,,apsarāyiṣyadhve,apsaras
apsarAyizyanti,apsaras,,3,p,sfut,para,,apsarāyiṣyanti,apsaras
apsarAyizyante,apsaras,,3,p,sfut,atma,,apsarāyiṣyante,apsaras
apsarAyizyasi,apsaras,,2,s,sfut,para,,apsarāyiṣyasi,apsaras
apsarAyizyase,apsaras,,2,s,sfut,atma,,apsarāyiṣyase,apsaras
apsarAyizyAmas,apsaras,,1,p,sfut,para,,apsarāyiṣyāmas,apsaras
apsarAyizyAmahe,apsaras,,1,p,sfut,atma,,apsarāyiṣyāmahe,apsaras
apsarAyizyAmi,apsaras,,1,s,sfut,para,,apsarāyiṣyāmi,apsaras
apsarAyizyAvas,apsaras,,1,d,sfut,para,,apsarāyiṣyāvas,apsaras
apsarAyizyAvahe,apsaras,,1,d,sfut,atma,,apsarāyiṣyāvahe,apsaras
apsarAyizye,apsaras,,1,s,sfut,atma,,apsarāyiṣye,apsaras
apsarAyizyete,apsaras,,3,d,sfut,atma,,apsarāyiṣyete,apsaras
apsarAyizyeTe,apsaras,,2,d,sfut,atma,,apsarāyiṣyethe,apsaras
apsarAye,apsaras,denom,1,s,pres,atma,,apsarāye,apsaras
apsarAyeta,apsaras,denom,3,s,opt,atma,,apsarāyeta,apsaras
apsarAyetAm,apsaras,denom,3,d,impv,atma,,apsarāyetām,apsaras
apsarAyete,apsaras,denom,3,d,pres,atma,,apsarāyete,apsaras
apsarAyeTAm,apsaras,denom,2,d,impv,atma,,apsarāyethām,apsaras
apsarAyeTAs,apsaras,denom,2,s,opt,atma,,apsarāyethās,apsaras
apsarAyeTe,apsaras,denom,2,d,pres,atma,,apsarāyethe,apsaras
apsarAyeDvam,apsaras,denom,2,p,opt,atma,,apsarāyedhvam,apsaras
apsarAyemahi,apsaras,denom,1,p,opt,atma,,apsarāyemahi,apsaras
apsarAyeya,apsaras,denom,1,s,opt,atma,,apsarāyeya,apsaras
apsarAyeyAtAm,apsaras,denom,3,d,opt,atma,,apsarāyeyātām,apsaras
apsarAyeyATAm,apsaras,denom,2,d,opt,atma,,apsarāyeyāthām,apsaras
apsarAyeran,apsaras,denom,3,p,opt,atma,,apsarāyeran,apsaras
apsarAyevahi,apsaras,denom,1,d,opt,atma,,apsarāyevahi,apsaras
apsarAyE,apsaras,denom,1,s,impv,atma,,apsarāyai,apsaras
aPalat,Pal,1,3,s,ipft,para,,aphalat,phal
aPalata,Pal,1,2,p,ipft,para,,aphalata,phal
aPalatam,Pal,1,2,d,ipft,para,,aphalatam,phal
aPalatAm,Pal,1,3,d,ipft,para,,aphalatām,phal
aPalan,Pal,1,3,p,ipft,para,,aphalan,phal
aPalam,Pal,1,1,s,ipft,para,,aphalam,phal
aPalas,Pal,1,2,s,ipft,para,,aphalas,phal
aPalAma,Pal,1,1,p,ipft,para,,aphalāma,phal
aPalAva,Pal,1,1,d,ipft,para,,aphalāva,phal
aPalyata,Pal,,3,s,ipft,pass,,aphalyata,phal
aPalyaTAs,Pal,,2,s,ipft,pass,,aphalyathās,phal
aPalyaDvam,Pal,,2,p,ipft,pass,,aphalyadhvam,phal
aPalyanta,Pal,,3,p,ipft,pass,,aphalyanta,phal
aPalyAmahi,Pal,,1,p,ipft,pass,,aphalyāmahi,phal
aPalyAvahi,Pal,,1,d,ipft,pass,,aphalyāvahi,phal
aPalye,Pal,,1,s,ipft,pass,,aphalye,phal
aPalyetAm,Pal,,3,d,ipft,pass,,aphalyetām,phal
aPalyeTAm,Pal,,2,d,ipft,pass,,aphalyethām,phal
aPullat,Pull,1,3,s,ipft,para,,aphullat,phull
aPullata,Pull,1,3,s,ipft,atma,,aphullata,phull
aPullatam,Pull,1,2,d,ipft,para,,aphullatam,phull
aPullatAm,Pull,1,3,d,ipft,para,,aphullatām,phull
aPullaTAs,Pull,1,2,s,ipft,atma,,aphullathās,phull
aPullaDvam,Pull,1,2,p,ipft,atma,,aphulladhvam,phull
aPullan,Pull,1,3,p,ipft,para,,aphullan,phull
aPullanta,Pull,1,3,p,ipft,atma,,aphullanta,phull
aPullam,Pull,1,1,s,ipft,para,,aphullam,phull
aPullas,Pull,1,2,s,ipft,para,,aphullas,phull
aPullAma,Pull,1,1,p,ipft,para,,aphullāma,phull
aPullAmahi,Pull,1,1,p,ipft,atma,,aphullāmahi,phull
aPullAva,Pull,1,1,d,ipft,para,,aphullāva,phull
aPullAvahi,Pull,1,1,d,ipft,atma,,aphullāvahi,phull
aPulle,Pull,1,1,s,ipft,atma,,aphulle,phull
aPulletAm,Pull,1,3,d,ipft,atma,,aphulletām,phull
aPulleTAm,Pull,1,2,d,ipft,atma,,aphullethām,phull
aPullyata,Pull,,3,s,ipft,pass,,aphullyata,phull
aPullyaTAs,Pull,,2,s,ipft,pass,,aphullyathās,phull
aPullyaDvam,Pull,,2,p,ipft,pass,,aphullyadhvam,phull
aPullyanta,Pull,,3,p,ipft,pass,,aphullyanta,phull
aPullyAmahi,Pull,,1,p,ipft,pass,,aphullyāmahi,phull
aPullyAvahi,Pull,,1,d,ipft,pass,,aphullyāvahi,phull
aPullye,Pull,,1,s,ipft,pass,,aphullye,phull
aPullyetAm,Pull,,3,d,ipft,pass,,aphullyetām,phull
aPullyeTAm,Pull,,2,d,ipft,pass,,aphullyethām,phull
aPenAyata,Pena,denom,3,s,ipft,atma,,aphenāyata,phena
aPenAyaTAs,Pena,denom,2,s,ipft,atma,,aphenāyathās,phena
aPenAyaDvam,Pena,denom,2,p,ipft,atma,,aphenāyadhvam,phena
aPenAyanta,Pena,denom,3,p,ipft,atma,,aphenāyanta,phena
aPenAyAmahi,Pena,denom,1,p,ipft,atma,,aphenāyāmahi,phena
aPenAyAvahi,Pena,denom,1,d,ipft,atma,,aphenāyāvahi,phena
aPenAye,Pena,denom,1,s,ipft,atma,,aphenāye,phena
aPenAyetAm,Pena,denom,3,d,ipft,atma,,aphenāyetām,phena
aPenAyeTAm,Pena,denom,2,d,ipft,atma,,aphenāyethām,phena
abaMhata,baMh,1,3,s,ipft,atma,,abaṃhata,baṃh
abaMhaTAs,baMh,1,2,s,ipft,atma,,abaṃhathās,baṃh
abaMhaDvam,baMh,1,2,p,ipft,atma,,abaṃhadhvam,baṃh
abaMhanta,baMh,1,3,p,ipft,atma,,abaṃhanta,baṃh
abaMhayat,baMh,,3,s,ipft,para,caus,abaṃhayat,baṃh
abaMhayata,baMh,,3,s,ipft,atma,caus,abaṃhayata,baṃh
abaMhayatam,baMh,,2,d,ipft,para,caus,abaṃhayatam,baṃh
abaMhayatAm,baMh,,3,d,ipft,para,caus,abaṃhayatām,baṃh
abaMhayaTAs,baMh,,2,s,ipft,atma,caus,abaṃhayathās,baṃh
abaMhayaDvam,baMh,,2,p,ipft,atma,caus,abaṃhayadhvam,baṃh
abaMhayan,baMh,,3,p,ipft,para,caus,abaṃhayan,baṃh
abaMhayanta,baMh,,3,p,ipft,atma,caus,abaṃhayanta,baṃh
abaMhayam,baMh,,1,s,ipft,para,caus,abaṃhayam,baṃh
abaMhayas,baMh,,2,s,ipft,para,caus,abaṃhayas,baṃh
abaMhayAma,baMh,,1,p,ipft,para,caus,abaṃhayāma,baṃh
abaMhayAmahi,baMh,,1,p,ipft,atma,caus,abaṃhayāmahi,baṃh
abaMhayAva,baMh,,1,d,ipft,para,caus,abaṃhayāva,baṃh
abaMhayAvahi,baMh,,1,d,ipft,atma,caus,abaṃhayāvahi,baṃh
abaMhaye,baMh,,1,s,ipft,atma,caus,abaṃhaye,baṃh
abaMhayetAm,baMh,,3,d,ipft,atma,caus,abaṃhayetām,baṃh
abaMhayeTAm,baMh,,2,d,ipft,atma,caus,abaṃhayethām,baṃh
abaMhAmahi,baMh,1,1,p,ipft,atma,,abaṃhāmahi,baṃh
abaMhAvahi,baMh,1,1,d,ipft,atma,,abaṃhāvahi,baṃh
abaMhe,baMh,1,1,s,ipft,atma,,abaṃhe,baṃh
abaMhetAm,baMh,1,3,d,ipft,atma,,abaṃhetām,baṃh
abaMheTAm,baMh,1,2,d,ipft,atma,,abaṃhethām,baṃh
abaMhyata,baMh,,3,s,ipft,pass,caus,abaṃhyata,baṃh
abaMhyaTAs,baMh,,2,s,ipft,pass,caus,abaṃhyathās,baṃh
abaMhyaDvam,baMh,,2,p,ipft,pass,caus,abaṃhyadhvam,baṃh
abaMhyanta,baMh,,3,p,ipft,pass,caus,abaṃhyanta,baṃh
abaMhyAmahi,baMh,,1,p,ipft,pass,caus,abaṃhyāmahi,baṃh
abaMhyAvahi,baMh,,1,d,ipft,pass,caus,abaṃhyāvahi,baṃh
abaMhye,baMh,,1,s,ipft,pass,caus,abaṃhye,baṃh
abaMhyetAm,baMh,,3,d,ipft,pass,caus,abaṃhyetām,baṃh
abaMhyeTAm,baMh,,2,d,ipft,pass,caus,abaṃhyethām,baṃh
abaDnan,banD,9,3,p,ipft,para,,abadhnan,bandh
abaDnAt,banD,9,3,s,ipft,para,,abadhnāt,bandh
abaDnAm,banD,9,1,s,ipft,para,,abadhnām,bandh
abaDnAs,banD,9,2,s,ipft,para,,abadhnās,bandh
abaDnIta,banD,9,2,p,ipft,para,,abadhnīta,bandh
abaDnItam,banD,9,2,d,ipft,para,,abadhnītam,bandh
abaDnItAm,banD,9,3,d,ipft,para,,abadhnītām,bandh
abaDnIma,banD,9,1,p,ipft,para,,abadhnīma,bandh
abaDnIva,banD,9,1,d,ipft,para,,abadhnīva,bandh
abaDyata,banD,,3,s,ipft,pass,,abadhyata,bandh
abaDyaTAs,banD,,2,s,ipft,pass,,abadhyathās,bandh
abaDyaDvam,banD,,2,p,ipft,pass,,abadhyadhvam,bandh
abaDyanta,banD,,3,p,ipft,pass,,abadhyanta,bandh
abaDyAmahi,banD,,1,p,ipft,pass,,abadhyāmahi,bandh
abaDyAvahi,banD,,1,d,ipft,pass,,abadhyāvahi,bandh
abaDye,banD,,1,s,ipft,pass,,abadhye,bandh
abaDyetAm,banD,,3,d,ipft,pass,,abadhyetām,bandh
abaDyeTAm,banD,,2,d,ipft,pass,,abadhyethām,bandh
abanDayat,banD,,3,s,ipft,para,caus,abandhayat,bandh
abanDayata,banD,,3,s,ipft,atma,caus,abandhayata,bandh
abanDayatam,banD,,2,d,ipft,para,caus,abandhayatam,bandh
abanDayatAm,banD,,3,d,ipft,para,caus,abandhayatām,bandh
abanDayaTAs,banD,,2,s,ipft,atma,caus,abandhayathās,bandh
abanDayaDvam,banD,,2,p,ipft,atma,caus,abandhayadhvam,bandh
abanDayan,banD,,3,p,ipft,para,caus,abandhayan,bandh
abanDayanta,banD,,3,p,ipft,atma,caus,abandhayanta,bandh
abanDayam,banD,,1,s,ipft,para,caus,abandhayam,bandh
abanDayas,banD,,2,s,ipft,para,caus,abandhayas,bandh
abanDayAma,banD,,1,p,ipft,para,caus,abandhayāma,bandh
abanDayAmahi,banD,,1,p,ipft,atma,caus,abandhayāmahi,bandh
abanDayAva,banD,,1,d,ipft,para,caus,abandhayāva,bandh
abanDayAvahi,banD,,1,d,ipft,atma,caus,abandhayāvahi,bandh
abanDaye,banD,,1,s,ipft,atma,caus,abandhaye,bandh
abanDayetAm,banD,,3,d,ipft,atma,caus,abandhayetām,bandh
abanDayeTAm,banD,,2,d,ipft,atma,caus,abandhayethām,bandh
abanDyata,banD,,3,s,ipft,pass,caus,abandhyata,bandh
abanDyaTAs,banD,,2,s,ipft,pass,caus,abandhyathās,bandh
abanDyaDvam,banD,,2,p,ipft,pass,caus,abandhyadhvam,bandh
abanDyanta,banD,,3,p,ipft,pass,caus,abandhyanta,bandh
abanDyAmahi,banD,,1,p,ipft,pass,caus,abandhyāmahi,bandh
abanDyAvahi,banD,,1,d,ipft,pass,caus,abandhyāvahi,bandh
abanDye,banD,,1,s,ipft,pass,caus,abandhye,bandh
abanDyetAm,banD,,3,d,ipft,pass,caus,abandhyetām,bandh
abanDyeTAm,banD,,2,d,ipft,pass,caus,abandhyethām,bandh
abaBat,Bas,3,3,s,ipft,para,,ababhat,bhas
abaBas,Bas,3,2,s,ipft,para,,ababhas,bhas
abaBasam,Bas,3,1,s,ipft,para,,ababhasam,bhas
abaBasur,Bas,3,3,p,ipft,para,,ababhasur,bhas
abaBasta,Bas,3,2,p,ipft,para,,ababhasta,bhas
abaBastam,Bas,3,2,d,ipft,para,,ababhastam,bhas
abaBastAm,Bas,3,3,d,ipft,para,,ababhastām,bhas
abaBasma,Bas,3,1,p,ipft,para,,ababhasma,bhas
abaBasva,Bas,3,1,d,ipft,para,,ababhasva,bhas
abalat,bal,1,3,s,ipft,para,,abalat,bal
abalata,bal,1,2,p,ipft,para,,abalata,bal
abalatam,bal,1,2,d,ipft,para,,abalatam,bal
abalatAm,bal,1,3,d,ipft,para,,abalatām,bal
abalan,bal,1,3,p,ipft,para,,abalan,bal
abalam,bal,1,1,s,ipft,para,,abalam,bal
abalas,bal,1,2,s,ipft,para,,abalas,bal
abalAma,bal,1,1,p,ipft,para,,abalāma,bal
abalAva,bal,1,1,d,ipft,para,,abalāva,bal
abalyata,bal,,3,s,ipft,pass,,abalyata,bal
abalyaTAs,bal,,2,s,ipft,pass,,abalyathās,bal
abalyaDvam,bal,,2,p,ipft,pass,,abalyadhvam,bal
abalyanta,bal,,3,p,ipft,pass,,abalyanta,bal
abalyAmahi,bal,,1,p,ipft,pass,,abalyāmahi,bal
abalyAvahi,bal,,1,d,ipft,pass,,abalyāvahi,bal
abalye,bal,,1,s,ipft,pass,,abalye,bal
abalyetAm,bal,,3,d,ipft,pass,,abalyetām,bal
abalyeTAm,bal,,2,d,ipft,pass,,abalyethām,bal
abahyata,baMh,,3,s,ipft,pass,,abahyata,baṃh
abahyaTAs,baMh,,2,s,ipft,pass,,abahyathās,baṃh
abahyaDvam,baMh,,2,p,ipft,pass,,abahyadhvam,baṃh
abahyanta,baMh,,3,p,ipft,pass,,abahyanta,baṃh
abahyAmahi,baMh,,1,p,ipft,pass,,abahyāmahi,baṃh
abahyAvahi,baMh,,1,d,ipft,pass,,abahyāvahi,baṃh
abahye,baMh,,1,s,ipft,pass,,abahye,baṃh
abahyetAm,baMh,,3,d,ipft,pass,,abahyetām,baṃh
abahyeTAm,baMh,,2,d,ipft,pass,,abahyethām,baṃh
abAData,bAD,1,3,s,ipft,atma,,abādhata,bādh
abADaTAs,bAD,1,2,s,ipft,atma,,abādhathās,bādh
abADaDvam,bAD,1,2,p,ipft,atma,,abādhadhvam,bādh
abADanta,bAD,1,3,p,ipft,atma,,abādhanta,bādh
abADayat,bAD,,3,s,ipft,para,caus,abādhayat,bādh
abADayata,bAD,,3,s,ipft,atma,caus,abādhayata,bādh
abADayatam,bAD,,2,d,ipft,para,caus,abādhayatam,bādh
abADayatAm,bAD,,3,d,ipft,para,caus,abādhayatām,bādh
abADayaTAs,bAD,,2,s,ipft,atma,caus,abādhayathās,bādh
abADayaDvam,bAD,,2,p,ipft,atma,caus,abādhayadhvam,bādh
abADayan,bAD,,3,p,ipft,para,caus,abādhayan,bādh
abADayanta,bAD,,3,p,ipft,atma,caus,abādhayanta,bādh
abADayam,bAD,,1,s,ipft,para,caus,abādhayam,bādh
abADayas,bAD,,2,s,ipft,para,caus,abādhayas,bādh
abADayAma,bAD,,1,p,ipft,para,caus,abādhayāma,bādh
abADayAmahi,bAD,,1,p,ipft,atma,caus,abādhayāmahi,bādh
abADayAva,bAD,,1,d,ipft,para,caus,abādhayāva,bādh
abADayAvahi,bAD,,1,d,ipft,atma,caus,abādhayāvahi,bādh
abADaye,bAD,,1,s,ipft,atma,caus,abādhaye,bādh
abADayetAm,bAD,,3,d,ipft,atma,caus,abādhayetām,bādh
abADayeTAm,bAD,,2,d,ipft,atma,caus,abādhayethām,bādh
abADAmahi,bAD,1,1,p,ipft,atma,,abādhāmahi,bādh
abADAvahi,bAD,1,1,d,ipft,atma,,abādhāvahi,bādh
abADiDvam,bAD,,2,p,aor,atma,,abādhidhvam,bādh
abADizata,bAD,,3,p,aor,atma,,abādhiṣata,bādh
abADizam,bAD,,1,s,aor,para,,abādhiṣam,bādh
abADizAtAm,bAD,,3,d,aor,atma,,abādhiṣātām,bādh
abADizATAm,bAD,,2,d,aor,atma,,abādhiṣāthām,bādh
abADizi,bAD,,1,s,aor,atma,,abādhiṣi,bādh
abADizur,bAD,,3,p,aor,para,,abādhiṣur,bādh
abADizwa,bAD,,3,s,aor,atma,,abādhiṣṭa,bādh
abADizwam,bAD,,2,d,aor,para,,abādhiṣṭam,bādh
abADizwAm,bAD,,3,d,aor,para,,abādhiṣṭām,bādh
abADizWAs,bAD,,2,s,aor,atma,,abādhiṣṭhās,bādh
abADizma,bAD,,1,p,aor,para,,abādhiṣma,bādh
abADizmahi,bAD,,1,p,aor,atma,,abādhiṣmahi,bādh
abADizva,bAD,,1,d,aor,para,,abādhiṣva,bādh
abADizvahi,bAD,,1,d,aor,atma,,abādhiṣvahi,bādh
abADIt,bAD,,3,s,aor,para,,abādhīt,bādh
abADIs,bAD,,2,s,aor,para,,abādhīs,bādh
abADe,bAD,1,1,s,ipft,atma,,abādhe,bādh
abADetAm,bAD,1,3,d,ipft,atma,,abādhetām,bādh
abADeTAm,bAD,1,2,d,ipft,atma,,abādhethām,bādh
abADyata,bAD,,3,s,ipft,pass,,abādhyata,bādh
abADyaTAs,bAD,,2,s,ipft,pass,,abādhyathās,bādh
abADyaDvam,bAD,,2,p,ipft,pass,,abādhyadhvam,bādh
abADyanta,bAD,,3,p,ipft,pass,,abādhyanta,bādh
abADyAmahi,bAD,,1,p,ipft,pass,,abādhyāmahi,bādh
abADyAvahi,bAD,,1,d,ipft,pass,,abādhyāvahi,bādh
abADye,bAD,,1,s,ipft,pass,,abādhye,bādh
abADyetAm,bAD,,3,d,ipft,pass,,abādhyetām,bādh
abADyeTAm,bAD,,2,d,ipft,pass,,abādhyethām,bādh
abAzpAyata,bAzpa,denom,3,s,ipft,atma,,abāṣpāyata,bāṣpa
abAzpAyaTAs,bAzpa,denom,2,s,ipft,atma,,abāṣpāyathās,bāṣpa
abAzpAyaDvam,bAzpa,denom,2,p,ipft,atma,,abāṣpāyadhvam,bāṣpa
abAzpAyanta,bAzpa,denom,3,p,ipft,atma,,abāṣpāyanta,bāṣpa
abAzpAyAmahi,bAzpa,denom,1,p,ipft,atma,,abāṣpāyāmahi,bāṣpa
abAzpAyAvahi,bAzpa,denom,1,d,ipft,atma,,abāṣpāyāvahi,bāṣpa
abAzpAye,bAzpa,denom,1,s,ipft,atma,,abāṣpāye,bāṣpa
abAzpAyetAm,bAzpa,denom,3,d,ipft,atma,,abāṣpāyetām,bāṣpa
abAzpAyeTAm,bAzpa,denom,2,d,ipft,atma,,abāṣpāyethām,bāṣpa
abiBayam,BI#1,3,1,s,ipft,para,,abibhayam,bhī#1
abiBayur,BI#1,3,3,p,ipft,para,,abibhayur,bhī#1
abiBar,Bf,3,3,s,ipft,para,,abibhar,bhṛ
abiBaram,Bf,3,1,s,ipft,para,,abibharam,bhṛ
abiBarur,Bf,3,3,p,ipft,para,,abibharur,bhṛ
abiBIta,BI#1,3,2,p,ipft,para,,abibhīta,bhī#1
abiBItam,BI#1,3,2,d,ipft,para,,abibhītam,bhī#1
abiBItAm,BI#1,3,3,d,ipft,para,,abibhītām,bhī#1
abiBIma,BI#1,3,1,p,ipft,para,,abibhīma,bhī#1
abiBIva,BI#1,3,1,d,ipft,para,,abibhīva,bhī#1
abiBfta,Bf,3,3,s,ipft,atma,,abibhṛta,bhṛ
abiBftam,Bf,3,2,d,ipft,para,,abibhṛtam,bhṛ
abiBftAm,Bf,3,3,d,ipft,para,,abibhṛtām,bhṛ
abiBfTAs,Bf,3,2,s,ipft,atma,,abibhṛthās,bhṛ
abiBfDvam,Bf,3,2,p,ipft,atma,,abibhṛdhvam,bhṛ
abiBfma,Bf,3,1,p,ipft,para,,abibhṛma,bhṛ
abiBfmahi,Bf,3,1,p,ipft,atma,,abibhṛmahi,bhṛ
abiBfva,Bf,3,1,d,ipft,para,,abibhṛva,bhṛ
abiBfvahi,Bf,3,1,d,ipft,atma,,abibhṛvahi,bhṛ
abiBet,BI#1,3,3,s,ipft,para,,abibhet,bhī#1
abiBes,BI#1,3,2,s,ipft,para,,abibhes,bhī#1
abiBrata,Bf,3,3,p,ipft,atma,,abibhrata,bhṛ
abiBrAtAm,Bf,3,3,d,ipft,atma,,abibhrātām,bhṛ
abiBrATAm,Bf,3,2,d,ipft,atma,,abibhrāthām,bhṛ
abiBri,Bf,3,1,s,ipft,atma,,abibhri,bhṛ
abIBatsata,bAD,,3,s,ipft,atma,desid,abībhatsata,bādh
abIBatsaTAs,bAD,,2,s,ipft,atma,desid,abībhatsathās,bādh
abIBatsaDvam,bAD,,2,p,ipft,atma,desid,abībhatsadhvam,bādh
abIBatsanta,bAD,,3,p,ipft,atma,desid,abībhatsanta,bādh
abIBatsAmahi,bAD,,1,p,ipft,atma,desid,abībhatsāmahi,bādh
abIBatsAvahi,bAD,,1,d,ipft,atma,desid,abībhatsāvahi,bādh
abIBatse,bAD,,1,s,ipft,atma,desid,abībhatse,bādh
abIBatsetAm,bAD,,3,d,ipft,atma,desid,abībhatsetām,bādh
abIBatseTAm,bAD,,2,d,ipft,atma,desid,abībhatsethām,bādh
abIBatsyata,bAD,,3,s,ipft,pass,desid,abībhatsyata,bādh
abIBatsyaTAs,bAD,,2,s,ipft,pass,desid,abībhatsyathās,bādh
abIBatsyaDvam,bAD,,2,p,ipft,pass,desid,abībhatsyadhvam,bādh
abIBatsyanta,bAD,,3,p,ipft,pass,desid,abībhatsyanta,bādh
abIBatsyAmahi,bAD,,1,p,ipft,pass,desid,abībhatsyāmahi,bādh
abIBatsyAvahi,bAD,,1,d,ipft,pass,desid,abībhatsyāvahi,bādh
abIBatsye,bAD,,1,s,ipft,pass,desid,abībhatsye,bādh
abIBatsyetAm,bAD,,3,d,ipft,pass,desid,abībhatsyetām,bādh
abIBatsyeTAm,bAD,,2,d,ipft,pass,desid,abībhatsyethām,bādh
abudDa,buD#1,,3,s,aor,atma,,abuddha,budh#1
abudDAs,buD#1,,2,s,aor,atma,,abuddhās,budh#1
abudDvam,buD#1,,2,p,aor,atma,,abuddhvam,budh#1
abuDyata,buD#1,,3,s,ipft,pass,,abudhyata,budh#1
abuDyaTAs,buD#1,,2,s,ipft,pass,,abudhyathās,budh#1
abuDyaDvam,buD#1,,2,p,ipft,pass,,abudhyadhvam,budh#1
abuDyanta,buD#1,,3,p,ipft,pass,,abudhyanta,budh#1
abuDyAmahi,buD#1,,1,p,ipft,pass,,abudhyāmahi,budh#1
abuDyAvahi,buD#1,,1,d,ipft,pass,,abudhyāvahi,budh#1
abuDye,buD#1,,1,s,ipft,pass,,abudhye,budh#1
abuDyetAm,buD#1,,3,d,ipft,pass,,abudhyetām,budh#1
abuDyeTAm,buD#1,,2,d,ipft,pass,,abudhyethām,budh#1
abuBukzat,Buj#2,,3,s,ipft,para,desid,abubhukṣat,bhuj#2
abuBukzata,Buj#2,,2,p,ipft,para,desid,abubhukṣata,bhuj#2
abuBukzatam,Buj#2,,2,d,ipft,para,desid,abubhukṣatam,bhuj#2
abuBukzatAm,Buj#2,,3,d,ipft,para,desid,abubhukṣatām,bhuj#2
abuBukzan,Buj#2,,3,p,ipft,para,desid,abubhukṣan,bhuj#2
abuBukzam,Buj#2,,1,s,ipft,para,desid,abubhukṣam,bhuj#2
abuBukzas,Buj#2,,2,s,ipft,para,desid,abubhukṣas,bhuj#2
abuBukzAma,Buj#2,,1,p,ipft,para,desid,abubhukṣāma,bhuj#2
abuBukzAva,Buj#2,,1,d,ipft,para,desid,abubhukṣāva,bhuj#2
abuBukzyata,Buj#2,,3,s,ipft,pass,desid,abubhukṣyata,bhuj#2
abuBukzyaTAs,Buj#2,,2,s,ipft,pass,desid,abubhukṣyathās,bhuj#2
abuBukzyaDvam,Buj#2,,2,p,ipft,pass,desid,abubhukṣyadhvam,bhuj#2
abuBukzyanta,Buj#2,,3,p,ipft,pass,desid,abubhukṣyanta,bhuj#2
abuBukzyAmahi,Buj#2,,1,p,ipft,pass,desid,abubhukṣyāmahi,bhuj#2
abuBukzyAvahi,Buj#2,,1,d,ipft,pass,desid,abubhukṣyāvahi,bhuj#2
abuBukzye,Buj#2,,1,s,ipft,pass,desid,abubhukṣye,bhuj#2
abuBukzyetAm,Buj#2,,3,d,ipft,pass,desid,abubhukṣyetām,bhuj#2
abuBukzyeTAm,Buj#2,,2,d,ipft,pass,desid,abubhukṣyethām,bhuj#2
abuButsat,buD#1,,3,s,ipft,para,desid,abubhutsat,budh#1
abuButsata,buD#1,,2,p,ipft,para,desid,abubhutsata,budh#1
abuButsatam,buD#1,,2,d,ipft,para,desid,abubhutsatam,budh#1
abuButsatAm,buD#1,,3,d,ipft,para,desid,abubhutsatām,budh#1
abuButsaTAs,buD#1,,2,s,ipft,atma,desid,abubhutsathās,budh#1
abuButsaDvam,buD#1,,2,p,ipft,atma,desid,abubhutsadhvam,budh#1
abuButsan,buD#1,,3,p,ipft,para,desid,abubhutsan,budh#1
abuButsanta,buD#1,,3,p,ipft,atma,desid,abubhutsanta,budh#1
abuButsam,buD#1,,1,s,ipft,para,desid,abubhutsam,budh#1
abuButsas,buD#1,,2,s,ipft,para,desid,abubhutsas,budh#1
abuButsAma,buD#1,,1,p,ipft,para,desid,abubhutsāma,budh#1
abuButsAmahi,buD#1,,1,p,ipft,atma,desid,abubhutsāmahi,budh#1
abuButsAva,buD#1,,1,d,ipft,para,desid,abubhutsāva,budh#1
abuButsAvahi,buD#1,,1,d,ipft,atma,desid,abubhutsāvahi,budh#1
abuButse,buD#1,,1,s,ipft,atma,desid,abubhutse,budh#1
abuButsetAm,buD#1,,3,d,ipft,atma,desid,abubhutsetām,budh#1
abuButseTAm,buD#1,,2,d,ipft,atma,desid,abubhutsethām,budh#1
abuButsyata,buD#1,,3,s,ipft,pass,desid,abubhutsyata,budh#1
abuButsyaTAs,buD#1,,2,s,ipft,pass,desid,abubhutsyathās,budh#1
